day,average_speed
12870,12.950126285273997
12871,13.05390284420972
12872,13.134493184209184
12873,13.509840242678978
12874,13.032396614684657
12875,13.224357178729425
12876,13.091365088670912
12877,12.869021843468932
12878,12.640043160748759
12879,12.713612643514585
12880,12.838909866462762
12881,12.600123942880069
12882,12.2136562439261
12883,12.121498508716444
12884,11.92829486347159
12885,11.499753952867618
12886,11.474157963336276
12887,11.871028077344524
12888,11.851858743796331
12889,11.703971261471176
12890,11.732807952020835
12891,12.017439715502903
12892,12.502648536037505
12893,12.694305567338033
12894,12.578297502664567
12895,12.40354870037464
12896,12.564247804089488
12897,12.415254589920414
12898,12.373456938866346
12899,11.821990271014188
12900,11.592165623458364
12901,11.772797677447636
12902,11.46504939969026
12903,11.363719692047168
12904,11.412011561421089
12905,10.997859941738056
12906,11.435693384735767
12907,11.402902455933525
12908,11.508788694557474
12909,11.8368057553295
12910,11.426869776993252
12911,11.657814478219509
12912,11.281977231808572
12913,11.17136067081906
12914,11.324914462222369
12915,11.272637190969165
12916,11.162511327164015
12917,11.338708863434142
12918,11.737310686503653
12919,11.917509556401031
12920,11.699981343833924
12921,12.053803069320901
12922,12.043983209122855
12923,12.217685114445636
12924,12.218397536336116
12925,12.284098166188707
12926,12.202314062982598
12927,12.377204336063702
12928,12.631106989129849
12929,12.750130041387944
12930,12.697136982008551
12931,12.920123224175823
12932,12.781413239151608
12933,12.672817053498296
12934,12.817744410860808
12935,13.118321513274104
12936,12.98378072381747
12937,12.714918119410235
12938,12.91202598236183
12939,13.085597719061717
12940,13.410072015676294
12941,13.527958032032105
12942,13.084007094670282
12943,13.351021690298843
12944,13.00934160028172
12945,13.035353491590897
12946,13.301482631559137
12947,13.410633848588514
12948,13.421825296628365
12949,13.404427872510205
12950,13.065468128589039
12951,12.720667368751785
12952,12.506770352303771
12953,12.801804447205527
12954,12.662893544434873
12955,12.854712096098666
12956,13.021853274203957
12957,13.246825569748957
12958,13.036379382810921
12959,12.928293802891096
12960,13.202965488772954
12961,13.16527935314005
12962,13.392187203451646
12963,13.315048925109567
12964,12.993429780909192
12965,12.660998794291961
12966,12.618043631859233
12967,12.979642938004522
12968,13.087280664273356
12969,12.668071805346642
12970,12.23441023822983
12971,11.754449986019308
12972,11.640876213872115
12973,11.45546987338947
12974,11.295109109866324
12975,10.887830477945714
12976,10.384830700479375
12977,9.917305871874735
12978,9.503986308169194
12979,9.712771926971502
12980,9.963906271839818
12981,9.426819794757408
12982,9.406660627867174
12983,9.179183110955814
12984,9.140151384993967
12985,8.98904888100757
12986,9.108090863681696
12987,9.123263702006662
12988,9.047903817253115
12989,9.092387212958199
12990,8.920849296418378
12991,8.829450759785638
12992,8.854277139937375
12993,8.741659480934281
12994,8.865052858138656
12995,9.095937067367194
12996,9.038267358933483
12997,9.165833422260404
12998,9.307518504028929
12999,9.464021335449045
13000,9.54469831936886
13001,9.248673998843804
13002,9.047351192764465
13003,8.834445508191566
13004,8.851584407121932
13005,8.975737911096104
13006,8.931171332167917
13007,9.049974493700894
13008,9.049679016696253
13009,8.970080969292855
13010,9.056388981402913
13011,9.103382496841357
13012,9.07505819069113
13013,9.050580503007353
13014,9.263101365862221
13015,9.173141717888887
13016,9.16374368721833
13017,9.213366865644351
13018,9.255311129061774
13019,8.98245520981557
13020,8.98906732657205
13021,8.85587678001582
13022,8.836346955923933
13023,8.759368708024207
13024,8.699542434960934
13025,8.694827549374708
13026,8.678715401617149
13027,8.74432348574154
13028,8.882869031768193
13029,9.016895227473082
13030,8.818151389105063
13031,8.845990440076326
13032,8.72385765243677
13033,8.70123308004346
13034,8.952230238269976
13035,8.92978086573804
13036,8.994720288633939
13037,9.127965708131835
13038,9.415554799561399
13039,9.730904307091949
13040,9.869210671998367
13041,9.999598525430612
13042,10.206934543099047
13043,10.150678563957952
13044,9.919341763462988
13045,9.527315119846083
13046,9.742089533715026
13047,9.653199907077349
13048,9.65900553102181
13049,9.44769559830334
13050,9.284896847084612
13051,9.40775535486345
13052,9.837546464801171
13053,9.49652167199508
13054,9.57899701797098
13055,9.582685675651929
13056,9.813482486357453
13057,9.798042567372955
13058,9.568320201893567
13059,9.705271293822845
13060,10.136625822811306
13061,10.086577308936567
13062,10.230080528827468
13063,10.081828008072137
13064,9.834399846706605
13065,9.7926705326544
13066,9.852566079525147
13067,9.72376770530541
13068,9.637797340538102
13069,9.569063645976454
13070,9.514528500287284
13071,9.492004502154465
13072,9.453932101171429
13073,9.444573478332162
13074,9.225863752344415
13075,9.303086583575015
13076,9.215292784022626
13077,9.086466315244115
13078,9.058685224714436
13079,9.177525206473995
13080,9.098931539952419
13081,8.745836024176054
13082,8.762792328945334
13083,8.971897805452766
13084,8.971709094680172
13085,9.04963492183966
13086,9.006602753266451
13087,8.98956508548089
13088,8.994058548370154
13089,8.901999785494002
13090,9.126042443681653
13091,8.807457557263534
13092,8.638629042130201
13093,8.527489708554972
13094,8.697378584476631
13095,8.761253452119066
13096,8.917249929981613
13097,9.796904627627217
13098,9.796078291565294
13099,9.795002935433923
13100,10.002712842261323
13101,10.035010687314506
13102,9.68910159085854
13103,9.866071866675068
13104,9.613171494720476
13105,9.398998818823697
13106,9.166454112308134
13107,8.95642109863748
13108,9.021452659465966
13109,8.882784110093954
13110,8.956362714683104
13111,8.795034507595936
13112,9.0586685897381
13113,8.873238896948129
13114,8.728116268502296
13115,8.613360712519315
13116,8.468116078474237
13117,8.804162763273588
13118,8.713303179980876
13119,8.844959359408476
13120,8.830062291224994
13121,9.191349947944989
13122,9.15145279364864
13123,9.13845593183679
13124,9.0338710732837
13125,9.02681718371571
13126,9.15036019601547
13127,8.972573776400186
13128,8.802065458381207
13129,8.981268878146505
13130,8.555546990135984
13131,8.661475472155242
13132,8.861042637361047
13133,9.07596763822102
13134,9.135919915451247
13135,9.225545400032173
13136,9.115843739301447
13137,8.981743395561042
13138,9.310089829760654
13139,9.423397582235127
13140,9.113977123205913
13141,8.977150076273457
13142,8.902123070460105
13143,9.095500099727088
13144,9.375885689738512
13145,9.13157607068482
13146,9.14537094512429
13147,9.074571391470624
13148,9.354570603808796
13149,9.553517963851244
13150,9.529031988125503
13151,9.470575138295622
13152,9.698868605774413
13153,9.72953851204352
13154,9.29827847535039
13155,9.543059248202226
13156,9.876714770484774
13157,9.924407283663609
13158,10.034104431857331
13159,10.786092170338273
13160,10.516710592241058
13161,10.415157271705848
13162,10.565151686639366
13163,10.630288235961531
13164,10.332500121796143
13165,10.523158290423869
13166,10.381884433599833
13167,10.087418987029466
13168,9.856376201522473
13169,9.82758648334171
13170,10.30621963280513
13171,10.606467849107165
13172,11.093637346289588
13173,11.41030309858658
13174,10.040442234781843
13175,9.913154340852177
13176,9.77155579105263
13177,10.026760326577683
13178,10.362752455302342
13179,10.57458423180986
13180,10.660520523470579
